age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, salary
34, Private, 212163, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K
47, Federal-gov, 202560, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
34, Private, 346122, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Self-emp-inc, 308686, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, >50K
47, Private, 93557, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 329980, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-inc, 90915, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 289731, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 171088, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States, <=50K
47, Private, 89146, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K
19, ?, 218471, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 1602, 30, United-States, <=50K
59, Self-emp-not-inc, 178353, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Self-emp-not-inc, 103179, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
19, ?, 124651, 11th, 7, Never-married, ?, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
30, Private, 60426, HS-grad, 9, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
34, Private, 162442, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
53, Self-emp-inc, 155983, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K
34, ?, 170276, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 10, United-States, >50K
47, Private, 105381, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 50197, 10th, 6, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
26, Private, 132572, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 32, United-States, <=50K
26, Private, 112754, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, >50K
39, Private, 150061, Masters, 14, Divorced, Exec-managerial, Unmarried, Black, Female, 15020, 0, 60, United-States, >50K
58, Self-emp-inc, 143266, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
74, Self-emp-not-inc, 173929, Doctorate, 16, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 25, United-States, >50K
59, Private, 31137, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 116138, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K
40, Private, 240027, Some-college, 10, Never-married, Sales, Unmarried, Black, Female, 0, 0, 45, United-States, <=50K
48, ?, 355890, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 55, United-States, >50K
58, Private, 136841, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 99999, 0, 35, United-States, >50K
24, Federal-gov, 42251, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
46, Private, 155489, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 43, United-States, >50K
33, Private, 53042, 12th, 8, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
47, Local-gov, 203067, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
81, Private, 177408, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2377, 26, United-States, >50K
35, Private, 93034, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, <=50K
59, Self-emp-not-inc, 188003, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
46, Local-gov, 65535, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
25, Private, 295919, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 34378, 1st-4th, 2, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
49, Self-emp-inc, 58359, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
32, Private, 255424, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
22, Private, 39432, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 194809, 11th, 7, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, Self-emp-inc, 89041, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
46, Private, 269045, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K
25, ?, 196627, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
47, Federal-gov, 323798, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 463072, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
25, Self-emp-inc, 98756, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 50, United-States, <=50K
51, ?, 177487, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 270059, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 25236, 0, 25, United-States, >50K
25, Self-emp-not-inc, 113948, Assoc-voc, 11, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 45, United-States, <=50K
17, ?, 241021, 12th, 8, Never-married, ?, Own-child, Other, Female, 0, 0, 40, United-States, <=50K
55, Private, 117299, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
41, Federal-gov, 153132, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
29, Private, 175738, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
48, Private, 155659, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
44, Federal-gov, 469454, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 48, United-States, >50K
39, Local-gov, 164156, Assoc-acdm, 12, Divorced, Other-service, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
31, Private, 176185, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, France, >50K
52, Private, 160703, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, >50K
31, Private, 80511, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
39, Private, 219155, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 43, United-States, <=50K
35, Private, 186183, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 80, United-States, >50K
27, Private, 176514, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 175856, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 55, United-States, >50K
34, Self-emp-not-inc, 260560, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
53, Self-emp-inc, 100029, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 204494, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 56, United-States, >50K
24, Private, 201680, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 154308, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K
29, Private, 178778, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 94318, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
60, Private, 120067, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
41, Private, 182370, Assoc-acdm, 12, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-inc, 125831, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 55, United-States, >50K
27, Self-emp-not-inc, 404998, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 185336, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
52, Private, 167794, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, >50K
46, Private, 96552, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 17, United-States, <=50K
47, Private, 32509, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Self-emp-inc, 186035, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
31, Self-emp-not-inc, 252752, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 2415, 40, United-States, >50K
57, Local-gov, 190748, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
69, Self-emp-not-inc, 204645, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 9386, 0, 72, United-States, >50K
39, Private, 186183, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 131808, Assoc-voc, 11, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 241306, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
18, ?, 42293, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K
52, Private, 168001, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
55, Private, 76860, HS-grad, 9, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
34, Private, 209101, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 55, United-States, >50K
25, Private, 324609, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
33, Private, 290763, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 171924, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 43, United-States, >50K
19, Private, 97189, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 22, United-States, <=50K
43, Private, 35824, Some-college, 10, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 391349, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
34, Private, 295855, 11th, 7, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K
33, Self-emp-not-inc, 327902, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
57, Private, 178353, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
56, Private, 179781, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 238367, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 26543, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 213716, Assoc-voc, 11, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
27, Private, 185670, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
43, Federal-gov, 233851, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
41, Private, 193524, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 40, United-States, <=50K
23, Private, 38238, Bachelors, 13, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 102147, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
30, Private, 231826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Private, 78765, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 45, United-States, >50K
21, Local-gov, 102942, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 2001, 40, United-States, <=50K
20, Private, 258430, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States, <=50K
59, Private, 244554, 11th, 7, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
21, Private, 27049, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
41, Private, 194360, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K
25, Private, 456604, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 210064, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 326334, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
37, Private, 179088, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Federal-gov, 37289, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
55, Private, 290124, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
23, Private, 242912, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 4650, 0, 40, United-States, <=50K
43, Private, 60001, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 217460, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
20, Private, 68358, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
40, Self-emp-not-inc, 243636, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
45, Private, 111994, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
63, ?, 146196, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 26598, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 116707, 11th, 7, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 110476, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 319422, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, Peru, <=50K
34, Private, 156464, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 85, England, >50K
36, Private, 65624, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 201699, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 349910, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, >50K
40, Self-emp-not-inc, 282678, Masters, 14, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
21, Private, 188923, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 55, United-States, <=50K
45, Self-emp-inc, 208802, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 25236, 0, 36, United-States, >50K
36, Private, 181705, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
